574,"है ग़लत भी, है सही भी "
573,मन लगा कर शोध करना 
572,"ख़ुशी तो आप की ही है, बताओ किस में ढूंढोगे "
571,ये कौन है
570,ये सोचने की बात है
569,यूँ ही
568,लालाइत रहता हूँ क्यों 
567,हक़ीक़त में वो माया है 
566,AAP
565,मेरे दिल दिमाग में बनती नहीं
564,हैप्पी होली
563,दिल तब भी बेकाबू ही था
562,आँखें
561,"हर आने वाला, हो अच्छा"
560,"मेहनत में पाऊं ख़ुशी, ये हुनर सिखा दे राम"
559,वो दिखेगा फिर दिन रात 
558,आओ मिलकर करें जतन 
557,"टू ग्रेटर हाईट्स ये स्कूल बढ़े, है उससे ये फ़रियाद"
556,कभी हारेंगें कभी जीतेंगें
555,जन्मदिन की बधाई प्रिया
554,"आओ हम सब मिलकर, अपने देश को साफ़ करें"
553,"जाना तो है मुझे भी, पर कब, ये पता नहीं है"
552,"यह खोज तो जारी रहेगी, तू करे या ना करे"
551,रक्षाबंधन
550,बिनदेखे पहचान लो
549,आज लाला को तरक्की पर बहुत बहुत बधाई है
548,सही है
547,निर्भर है आप पर
546,मुझको लगा मैं घर में ही मेहमान बन गया
545,बड़ा आसां है देख पाना
544,सफल विफल के पैमाने
543,ये दोनों ये अच्छी तरह जानते हैं कि ...
542,वार्तालाप
541,बेटा मैं इस बार भी
540,साल हो गए चार
539,मैं कविता लिखने का निरंतर करता ही रहूँ प्रयास
538,गुनेहगार हूँ
537,कृतज्ञ हूँ मैं उन सभी का जो मुझसे सहमत न हुए
536,"निगाहें आईने पे थीं, बड़ा दिलकश नज़ारा था "
535,भाग रहा हूँ मैं
534,"कहाँ खींचूं, संतुलन की, जीवन में, मैं वो रेखा"
533,नहीं रहेगा कभी उदास
532,अदिति को बहुत मुबारक़ हो ये तेरवां जन्मदिन
531,Happy birthday Ajay Bhai
530,"मत देना उसको मतदाता, जो लगे करेगा पूरी आस"
529,Happy Birthday Rampo
528,ज़िन्दगी परीक्षा लेती है
527,वाणी २०१४
526,सुख भी इक आभूषण है और दुख भी है इक गहना
525,"असहमत जो हमसे है, वो ही तो गलत हुआ"
524,पच्चीस बरस हो गए पूरे
523,बिछड़ने के उस पल में मैं
522,विधाता ने किसी कारण
521,एक साल का अंत हुआ और एक का आग़ाज़
520,"बचपन में मिल जाती थी कुछ लेने में, कुछ पाने में"
519,सुन भी ले ओ प्रीत भरारा 
518,"सही क्या है ग़लत क्या है, मैं इसी उधेड़बुन में हूँ"
517,कैसी ग़लतफ़हमी में हूँ
516,"मन-बुद्धि घूमे समय में, तन जगह-जगह दिन-रात"
515,फल की इच्छा ही है क्यों
514,मतदाताओं मत डरना
513,ऐसे दीप जलें इस बार
512,"दृष्टा के दृष्टिकोण से, बदल गया एहसास"
511,मनः स्तिथि तो मेरी है 
510,"बहुत सी बातें जीवन में मैं, जान ना पाया हूँ"
509,मेरा अपना शब्द निराले 
508,खुद में बसा है खुदा तुम्हारा
507,समय
506,Education 
505,सुन गोविंदा कृष्ण मुरारी
504,"आज़ाद अपने देश की, सुन लो कहानी आज तुम"
503,ईद संग संग तीज है
502,"खुद की सच्चाई खुद को ही, अच्छी नहीं लगती है"
501,पांच गुना सौ हो गईं वो 
500,हर इक गुरु को मेरा प्रणाम 
499,सच में वाकई झूठ है
498,"दूसरे नाराज़ होंगें, दूसरों का हक़ है वो "
497,Tribute_to_the_Soldiers_at_Uttarakhand
496,चंद सवाल
495,Anamika_060613
494,शिवानी
493,पल पल पल खो जाता है
492,किसी और में हाथ में सुतली है
491,बदलेगा रंग हालातों का
490,धंसना
489,"फाइनल है न, याद है"
488,कलुग
487,जीत लो अपने अहम् को 
486,मुझे खुदसे लड़ना चाहिए 
485,झूंठ भरी दुनिया का सच
484,माँ के आशीष अनमोल
483,श्रेया की शादी के शुभ अवसर पर 
482,"जब अंधे गूंगे बेहरे नेता, पूजेंगें हैवानों को"
481,सच्चाई जीवन की
480,"भूमिका ये ख़बर है वाकई, बहुत बहुत ही अच्छी"
479,हो गया देश को
478,"आज फिर है वो ही गुस्सा, हर शहर"
477,"उसे जिसमे भी ढूंढोगे, उसी में तो मिलेगी वो "
476,दुविधा मेरे मन की ये है
475,कुछ तो हैरां मैं भी हूँ 
474,कोई आस ही ना हो मेरी
473,मानव खेल ऐसी होली
472,अनामिका
471,जो है नहीं सच उसे मानता हूँ 
470,नारी 
469,बहना बहुत बधाई
468,ज़हन 
467,परेशानी 
466,हालात के थपेड़े
465,अभिनव
464,आज तो इस बात पर ही जाम हो जाए
463,"दृश्य को तय करता है, दृष्टिकोण हमारा"
462,गुंजन
461,एक साल बीतेगा कल और एक साल कल आएगा 
460,क्यूँ 
459,Happiness (Being Happy)
458,वसुन
457,बूला
456,भाई दूज
455,इक अरसे बाद
454,चाहने भर से कोई पास नहीं आता है 
453,मौला
452,खुश नसीब हूँ
451,गला रुंध जाएगा
450,अभिनव अब तैयार है
449,सहजता से बड़ी गंभीर बातें सीख लो करना 
448,संतुलन
447,मेरा सवाल उसका जवाब
446,"मैं सोचता हूँ ज़िन्दगी में, डर रहा हूँ क्यों"
445,पापा मम्मी
444,जलवा
443,Somerville_25_Years
442,"जीवन के उस पावन दिन को, साल हो गए तेरह "
441,अशोक और दीपा की शादी की रजत जयंती पर
440,"यारों तुम्हारे साथ, जो दिन गुज़ारे हैं"
439,अपनी ख़ुशी
438,कर्ता का अभिमान
437,सवाल जवाब
436,"हुआ शिशु, हुआ प्रभात"
435,भैय्या और भाभी की शादी की रजत जयंती पर ....
434,"जब भी मैं पीने चला, ये सीख मुझको दी गई"
433,मौका
432,"खुली आँख से जो दिखता है, वो मिथ्या है माया है"
431,विडम्बना-ए-राजनीति
430,"हर बूंद ही जिसकी, हर दुःख हर लेती हो"
429,"ज़िंदादिली का दूसरा, नाम था देव आनंद "
428,हर पल ही है जश्न 
427,करवाचौथ_2011
426,सरल और सही
425,पहली मुलाक़ात का वो नज़ारा 
424,ये TMH की टीम की मेहनत की कमाई है 
423,लगा रहेगा इस दुनिया में यूँ ही आना जाना
422,अन्ना के चलते जन-जन ने तिरंगा शान से लहराया है 
421,"आज प्रजा को प्रजातंत्र पर, सच्चे दिल से नाज़ है "
420,रचा जा रहा है भारत में एक नया इतिहास
419,मुझको लोग कहेगें पागल
418,मेरा खुदका लोकपाल बिल 
417,आम इक बंदा हूँ मैं
416,"खट्टी मीठी यादों के पल, से बनता बीता कल "
415,"बिना मेहनत के दुनिया में, कुछ हासिल नहीं होता "
414,सोच रहा हूँ रह रह के 
413,दिला रहा हूँ मन को आशा 
412,"लगता है अबतो प्रजातंत्र में, खुद प्रजातंत्र लाचार है "
411,तू कौन है ये मैं ना जानूं 
410,व्यर्थ है चिंता क्यों करता है 
409,"हैं दुनिया के हम चौधरी, मन में जो आए करते हैं "
408,श्रद्धांजलि
407,अहंकार
406,ज्वाला
405,परिवर्तन 
404,स्वार्थ
403,विवाह
402,नया साल नया उत्साह नई चाह नई राह
401,नए साल के कुछ प्रण
400,मुझको ये क्या हो गया है 
399,"कोशिश करनी पड़ेगी तुझको, कुछ नहीं होगा अपने-आप "
398,सोचना 
397,"तू समझ गया तो है आसां, हाँ तू नासमझा तो मुश्किल है"
396,सुरभी की शादी के पावन अवसर पर ....
395,"खुश रहने के लिए, क्या नहीं है ज़रूरी"
394,भाग दौड़
393,"बचपन में बचपन की, कदर नहीं जानी "
392,पोलो
391,होता-हो-तो-हो मुंह कला
390,हम सब ज़िम्मेदार हैं
389,बाल-दिवस
388,व्यस्त बच्चे मस्त बच्चे
387,हमजोली-संग-आँख-मिचोली
386,कैसे वाले खुश हो
385,लक्ष्मी पूजन या शियर डेसपरेशन
384,"बोतल परेशान है, पैमाना हैरान है"
383,२००८ का वो पुनर्मिलन
382,आप इतने उतावले क्यों हो रहे हो
381,अरुणधति
380,सत्यानाश 
379,करवाचौथ
378,मन की बातें
377,जिसको देखा ही नहीं 
376,मुझे आप सबकी दोस्ती पर गर्व बेशुमार है
375,"रो के छोटा बच्चा बोला, मंदिर मस्जिद जाऊंगा "
374,आप न-होते तो कैसे होते ये नोट्स पूरे तीन सौ 
373,मन का रावण
372,पास नहीं जबतक कमाने के अवसर शहद भी लगेगा सबको फीका
371,है जारी तलाश उसकी
370,उसीने ये-सारा मजमा रचाया 
369,चाहना और जानना आसान है बदलना नहीं
368,उसने तो बनाई थी मेहनत की काम की 
367,"बावरे बेख़ौफ़ जी, नहीं जीते जी मर जाएगा "
366,ओ बावरे
365,एक आस्तिक दोस्त की एक मेरे जैसे से अर्ज़
364,ख़ुश रहो
363,सच तो ये है तुम हमेशा अच्छी लगती हो
362,मेरा अब इसीबात पे ज़ोर है
361,बड़े हो जाते बच्चे
360,दुःख अंदर से होता है
359,अजय अनिल आपकी सोच है कितनी सुंदर
358,बदनाम मय ही हो गयी
357,ज्ञान की बातें
356,ये इच्छा पूरी कैसे हो
355,सर्वोच्च न्यायलय
354,अच्छी बातें
353,ना पीना है बात बड़ी ना पीने वाले मानेंगें
352,The Key to sleeping peacefully
351,कुछ ऐसा हो यहाँ
350,तुम क्यों चले जाते हो 
349,ज़रा सोचिए
348,समय का पहिया चलता जाता 
347,"दुःखसुख से होकर परे, मैं थोड़ा रोज़ जी लेता हूँ "
346,इतना नशा और कहाँ
345,"प्यार की दुनिया को फिरसे, देखलो इकबार तुम "
344,माखन चुराता था अब मन चुराता है
343,"हे गरीबों तुम बर्दाश्त करो, निकम्मी सब सरकारें हैं "
342,लड़ना अच्छी बात नहीं पर लड़ना पड़ता है 
341,बचपन
340,पल 
339,नदी बोली समुंदर से ....
338,बहन की चिट्ठी
337,वायु
336,उनसे मुलाक़ात हो गई
335,संतोष
334,बड़ी मुश्किल में हूँ
333,स्वतंत्रता के ये त्रेसठ साल
332,"पढ़लो क्यों कहते हो पापा, पढ़ ही तो रहे हैं हम "
331,तीज के त्यौहार पर
330,दूरियाँ
329,अधूरी रचना
328,बता देता हूँ 
327,पता
326,सब गुरुओं को मेरा प्रणाम
325,मुसीबत भारी
324,सही होना
323,मैनें देखा जो उन्हें
322,सुखमय है जीवन
321,पंच तत्व (2)
320,वो न लगाएं बात करने की तमीज़ की गुहारें 
319,यादें मेरे बचपन की
318,अकारण 
317,आस्तिक नास्तिक और मेरे जैसों के ख़याल
316,वो तो कहीं न कहीं से निकल ही जाती है
315,अंग्रेजी
314,क्यों तुझे पूजती दुनिया सारी
313,सही और सफल
312,तब और अब 
311,समझ में आ जाए
310,सैनानी
309,झील
308,हर दृष्टा की जैसी दृष्टि
307,मेरा वो रिश्तेदार है कौन
306,ख़ुशी का एहसास
305,दुआएं
304,आनंद प्राप्ति
303,रुई के फाहे
302,उसने कहा था
301,अभिनव अनुभव
300,अनुभव की शादी के शुभ अवसर पर ....
299,"शब्द नहीं हैं मेरे पास, निशब्द खड़ा हूँ .. सच "
298,मारामार
297,कोई बत्ती जलेगी या झटका लगेगा 
296,नेता बनने का पहला पाठ 
295,अज्ञानता
294,उड़ान हौसले की
293,माओवाद का ये गेम
292,आई पी एल बनाम बी पी एल
291,वो ही कर रहा है
290,एय्जफ्जल्लाजोकल (Eyjafjallajokull)
289,This though unfortunate is true
288,अचरज
287,आदत
286,"जब दूरियां लगतीं हैं अपनी, अपने हो जाते हैं दूर  "
285,पागल 
284,क्यों ..
283,हैं दुनिया के हम चौधरी
282,अपने सपने 
281,Happiness
280,जो दिखता है आसां अक्सर होता नहीं है 
279,कम्प्यूटर
278,अभिमान
277,सुनी सुनाई बातें 
276,खुश रहना ज्ञान की नहीं हुनर की बात 
275,मधुमक्खियों की दास्ताँ
274,होता नहीं
273,बवंडर
272,बर्दाश्त करने की क्षमता भी हम ही को बढ़ानी पड़ेगी
271,शान
270,अधेड़ उम्र
269,जन्नत
268,पंछी
267,दर्पण 
266,इस नहीं उस निगाह से देखो
265,कभी हँसता कभी रोता 
264,"मैं परिस्तिथि को मनःस्तिथि पे, हावी जब होने देता हूँ  "
263,सलाम 
262,कौन कितना बेईमान 
261,Alok_Lal
260,खोज
259,मालिक ए मयख़ाना
258,दोनों ही नज़रिए हैं सही
257,होली का हुड़दंग
256,उसकी यही बात तो ख़ास है
255,भई मेरा फ़्यूचर तो ब्राईट है
254,वैचारिकी की बातें
253,निर्भर
252,असहमति
251,सब मेरा तेरा बना हमारा
250,मेरा भारत महान
249,अपने आप से 
248,दो सौ 
247,Balance
246,गणतंत्र दिवस पर सबको बधाई
245,अर्ज़ी है 
244,बड़ी बात
243,भूल 
242,यूँही 
241,न जाने क्या पाएंगें
240,भरम
239,पहली बार
238,कलयुग-2
237,कलयुग 
236,ये हुई न सही बात
235,What my I told Me
234,मेरे मैं ने मुझसे फरमाया  
233,Cambrian Hall
232,जड़
231,मन तो कहता है पी ले मगर
230,स्वाति के शुभ विवाह के पावन अवसर पर .....
229,Baat itni see hai
228,गोल्फ का चमकता सितारा
227,बधाई हो बधाई
226,सापेक्षिक इंसाफ
225,तरह तरह के लोग
224,कौन जीतता कौन हारता अक्सर
223,कुछ अमीर भी गरीब से
222,Saat ki Mahima
221,नि:स्वार्थ   
220,नीति हीन है राजनीति
219,प्राची (और गौरव) की शादी के शुभ अवसर पर
218,पंच तत्व
217,ब्रम्हा विष्णु महेश
216,प्यार
215,निराकार का आकार 
214,दिवाली
213,वेंकी बाबू
212,सुख सुविधा
211,अपने पराए
210,Bofors
209,दो अक्टूबर
208,लांघापीर का मेला
207,कोई मौका न छोड़ा
206,दशेहरा तब और अब
205,अतुल भाई
204,एक नारिअल की रिअल सी दास्ताँ
203,Gary
202,क्या गलत बात पर इसको करना सही बात है
201,जी तो 
200,प्रजातंत्र
199,हाल ए दिल
198,अमीर 
197,Jet Airways
196,अनिलजी
195,मैं तो हिल गया 
194,उस पार से आवाज़ आई
193,अच्छी सच्चाई और सच्ची अच्छाई
192,दो दिन
191,Do not feel sorry 
190,हमाम
189,कौन है 
188,हसरत 
187,क्या ग़लत क्या सही
186,होगा क्या हासिल अब 
185,चिंता
184,जज़्बात में 
183,क्यों 
182,हम हैं स्वाधीन
181,यहाँ कृपा जो उसकी पाते हैं 
180,समझा कभी नहीं 
179,Pose
178,देवियों और सज्जनों
177,नज़रों की
176,भरोसेमंद सच्चाई
175,माफ़ी मांग लेगें हम
174,मत बारंबार डालना मत ज़रा भी इसमें थकना
173,माफ़ी में बड़ा दम है
172,Gas Comment 
171,गैस से परेशान
170,जुर्म कबूल करना उसका हो नहीं सकता काफी
169,ग्रहण  
168,जैक एंड जिल
167,घुट्टी
166,मैं कौन हूँ 
165,दिल्ली की वो हसीन शाम
164,Thought
163,Mitti Comment
162,मिट्टी
161,मेरा मेरा
160,सच्चा पीनेवाला
159,बेअदबी
158,भोर 
157,तन_मन_धन
156,इक ख़याल आया और उस ख़याल पे इक और ख़याल आया
155,हंसी की गंध
154,उसकी याद
153,कविता सहना
152,प्रीत का पागलपन
151,AnujBhai's TSOTFC
150,बिना शर्त प्यार की आदत लो डाल
149,कर्म 
148,माँ बाप
147,एकसा लहू
146,पैसा
145,आम और ख़ास पर निरी बकवास
144,अगली सरकार
143,प्रोजेक्ट रिवयू 
142,माँ
141,य न
140,घर में मुसीबत कम थी क्या
139,भगवान् परेशान
138,भूख प्यास
137,चांदनी का छल्ला
136,Good or Bad
135,Change
134,राजनीति
133,पुरकाज़ी
132,Bhumika Birthday
131,बताना है अब जनता को
130,PictureComment_AMV_AAA
129,Anil ji Vani Anniversary 
128,Vo Chithhiyaan 
127,चुनावों में इनकी पूछ
126,ऑफिस की मीटिंग 
125,मंदी 
124,दफ़्तर का चम्पू 
123,कामना 
122,Think about it 
121,Picture (Indo - Pak Border)
120,शुक्रिया 
119,Dolphin
118,ये नोट्स हो गए पूरे सौ 
117,Neerja ji Birthday
116,खजूर 
115,बुढ्ढे का इश्क 
114,अक्ल घुटनों में होती है 
113,भोला भाला 
112,नेता जी की बेटे को सीख 
111,आज का नेता 
110,हास्य व्यंग और कटाक्ष 
109,झिझक 
108,Save Energy 
107,मानवता 
106,विश्वास बनाम एहसास 
105,सभी साथियों की कुछ साथियों से इल्तेज़ा 
104,चुनाव की महाभारत से पहले न्यायपालिका की जीत 
103,Anuj (पीने पिलाने की बात )
102,ज़मीर 
101,Yesterday when I was young 
100,मेरा है पर मेरा नहीं 
99,शराब है खराब 
98,नज़रिए नज़रिए की बात 
97,बिना बात कि बात 
96,आप 
95,खुश रहो 
94,देश 
93,सच 
92,दौड़ 
91,वो ये मैं 
90,Ghaalib
89,कब कब मज़ा नहीं आता 
88,Three Answers
87,होली है भई होली है 
86,गाँव 
85,Work 
84,Vani Birthday
83,कल आतंक खेल पर हावी हो गया 
82,मत 
81,जो आम है 
80,चुनाव का एलान 
79,प्रीतम सा प्रियतम 
78,Testing times for India 
77,जय ऍफ़बी मैय्या 
76,दुनिया रंग रंगीली है 
75,छोटी है तो क्या हुआ 
74,शंकर भोले 
73,"ब्रम्ह, जीव और माया "
72,ये दुनिया ऐसी भी है 
71,क्रोध घृणा लोभ और भय 
70,कोशिश फल उम्मीद 
69,दुनिया की दुनियादारी 
68,गुस्सा 
67,डोर 
66,दो बाहने 
65,वैराग्य 
64,क्या बस में है क्या बस में नहीं 
63,तितली 
62,Cook Saab Birthday
61,छनी रेत का ढेर 
60,Theists Atheists and Agnostics
59,जानता हूँ कि जानता नहीं 
58,उम्मीद 
57,सोच 
56,बैठक की बातें हैं 
55,धुआँ 
54,Here are 25 points about me... 
53,Enjoy What you Get
52,गणतंत्र का ये साठवां साल 
51,दिल और दिलरुबा की कहानी 
50,कठपुतली 
49,ज़रा सी गल 
48,उसके अरमान 
47,उसकी सिसकी 
46,उसकी चुस्की 
45,समझ समझ की बात 
44,ख़याल 
43,बचपन की जाड़ों की छुट्टी 
42,ज़्यादा इधर उधर खोजने की ज़रूरत नहीं है 
41,किसी को बस सुरूर है कोई पूरा इसमें चूर है 
40,साकी को सलाह 
39,कारण 
38,ज़िंदगी सपनों से नहीं अपनों से होती है 
37,झोंका हवा का 
36,उन्हें चुकाने होंगें दाम 
35,चाह 
34,नीटू तेज anniversary  
33,नए साल का अचरज 
32,बोतल में नशा कहाँ 
31,किस्स के किस्से 
30,Calling the attention of those sakhee and sakhaa 
29,To all simpletons who are religiously spiritual 
28,अन्तर्द्वन्द 
27,अरमान जो उठे हैं इस बार 
26,Life is all about feeling good 
25,ज़माने ज़माने में एब 
24,दुनिया दीवानों की बात भी करने वालों को पत्थर क्यों मारती है 
23,"ज़िंदगी से पूछ बैठा ज़रा सा सवाल, उत्तर में तो उसने कर डाला बवाल "
22,साल मुबारक 
21,तब और अब 
20,दोस्तों की दोस्ती की सच्चाई 
19,निन्नानवे का फेर 
18, As I see it 
17,Kuch toh kharaab hai 
16,Doston kay dil ki awaaz 
15,Galti ho gayee ray 
14,काश ये नेता ही ना होते 
13,Desh se jinko pyaar hai 
12,"नम आँखों से बोला, दुनिया में रहने वाला "
11,Ek Mook Prem Kahani 
10,Har uss kay naam jo keh nahin paaya 
9,"Eat, Drink and be Merry - 'Khush raho bhayyia' "
8,Isn't it easier to realize what it isn't 
7,The Human Touch 
6,Mera mann 
5,What I definitely (and maybe also some others) don't know 
4,For all those who have a Boss (or are the Boss) 
3,पीजिये 
2,For all those who enjoy a drink from the bottom of their hearts 
1,On the silence at the time of parting after 83 batch reunion 
